VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
95,95,Bhavya,61,Male,0
96,96,Kavya,71,Male,0
97,97,Sowmya,58,Male,0
98,98,Venkatesh,7,Female,0
99,99,Deepa,84,Male,0
100,100,Manjunath,41,Male,0
101,101,Venkatesh,7,Male,0
102,102,Geetha,63,Female,0
103,103,Anitha,64,Male,0
104,104,Pooja,5,Male,0
105,105,Geetha,67,Female,0
106,106,Venkatesh,19,Male,0
107,107,Sowmya,60,Male,0
108,108,Manjunath,64,Male,0
109,109,Ravi,80,Male,0
110,110,Kavya,46,Female,0
111,111,Anitha,83,Female,0
112,112,Ravi,14,Female,0
113,113,Venkatesh,45,Female,0
114,114,Sowmya,59,Male,0
115,115,Bhavya,32,Female,0
116,116,Sowmya,3,Female,0
117,117,Nagaraj,14,Male,0
118,118,Anitha,69,Female,0
119,119,Geetha,32,Male,0
120,120,Pooja,44,Female,0
121,121,Pooja,29,Male,0
122,122,Lakshmi,76,Female,0
123,123,Deepa,62,Female,0
124,124,Manjunath,73,Female,0
125,125,Geetha,27,Male,0
126,126,Kavya,30,Male,0
127,127,Bhavya,30,Male,0
128,128,Kavya,72,Male,0
129,129,Pooja,31,Female,0
130,130,Anitha,60,Male,0
131,131,Manjunath,58,Male,0
132,132,Nagaraj,67,Male,0
133,133,Deepa,18,Male,0
134,134,Deepa,31,Female,0
135,135,Kavya,80,Female,0
136,136,Venkatesh,64,Male,0
137,137,Geetha,13,Female,0
138,138,Kavya,44,Female,0
139,139,Bhavya,71,Male,0
140,140,Lakshmi,68,Male,0
141,141,Sowmya,61,Male,0
142,142,Deepa,53,Male,0
143,143,Geetha,58,Female,0
144,144,Venkatesh,49,Female,0
145,145,Nagaraj,41,Male,0
146,146,Lakshmi,52,Male,0
147,147,Anitha,63,Male,0
148,148,Bhavya,54,Male,0
149,149,Bhavya,14,Male,0
150,150,Anitha,72,Male,0
151,151,Geetha,65,Female,0
152,152,Venkatesh,71,Female,0
153,153,Deepa,22,Female,0
154,154,Officer_003,42,Male,1
155,155,Bhavya,24,Male,0
156,156,Officer_021,53,Male,1
157,157,Anitha,37,Female,0
158,158,Manjunath,13,Female,0
159,159,Nagaraj,6,Female,0
160,160,Geetha,36,Male,0
161,161,Venkatesh,69,Male,0
162,162,Bhavya,27,Male,0
163,163,Ravi,6,Male,0
164,164,Geetha,54,Female,0
165,165,Ravi,72,Female,0
166,166,Sowmya,73,Male,0
167,167,Ravi,82,Female,0
168,168,Anitha,32,Female,0
169,169,Bhavya,46,Male,0
170,170,Nagaraj,83,Male,0
171,171,Lakshmi,1,Female,0
172,172,Deepa,71,Female,0
173,173,Kavya,0,Male,0
174,174,Kavya,16,Female,0
175,175,Kavya,64,Male,0
176,176,Anitha,29,Female,0
177,177,Bhavya,26,Male,0
178,178,Lakshmi,39,Female,0
179,179,Nagaraj,85,Male,0
180,180,Kavya,11,Male,0
181,181,Bhavya,64,Male,0
182,182,Nagaraj,30,Male,0
183,183,Deepa,61,Male,0
184,184,Manjunath,80,Male,0
185,185,Nagaraj,75,Female,0
186,186,Venkatesh,20,Female,0
187,187,Officer_006,51,Female,1
188,188,Pooja,29,Male,0
189,189,Bhavya,39,Male,0
190,190,Bhavya,58,Male,0
191,191,Manjunath,7,Male,0
192,192,Nagaraj,32,Female,0
193,193,Deepa,85,Male,0
194,194,Kavya,3,Male,0
195,195,Lakshmi,32,Male,0
196,196,Pooja,30,Female,0
197,197,Venkatesh,28,Male,0
198,198,Manjunath,26,Male,0
199,199,Nagaraj,15,Female,0
200,200,Bhavya,22,Female,0
201,201,Anitha,76,Male,0
202,202,Kavya,38,Male,0
203,203,Sowmya,73,Male,0
204,204,Ravi,57,Male,0
205,205,Anitha,37,Female,0
206,206,Officer_037,41,Male,1
207,207,Kavya,69,Female,0
208,208,Kavya,61,Female,0
209,209,Anitha,84,Female,0
210,210,Venkatesh,45,Female,0
211,211,Ravi,76,Male,0
212,212,Pooja,71,Female,0
213,213,Geetha,55,Male,0
214,214,Deepa,61,Female,0
215,215,Ravi,77,Male,0
216,216,Pooja,43,Male,0
217,217,Ravi,43,Female,0
218,218,Lakshmi,52,Male,0
219,219,Pooja,59,Female,0
220,220,Manjunath,55,Female,0
221,221,Lakshmi,8,Female,0
222,222,Geetha,85,Male,0
223,223,Nagaraj,68,Male,0
224,224,Geetha,12,Male,0
225,225,Anitha,32,Female,0
226,226,Geetha,7,Female,0
227,227,Manjunath,40,Female,0
228,228,Bhavya,18,Male,0
229,229,Bhavya,78,Female,0
230,230,Kavya,39,Male,0
231,231,Geetha,70,Male,0
232,232,Pooja,72,Female,0
233,233,Bhavya,0,Male,0
234,234,Geetha,70,Male,0
235,235,Sowmya,36,Male,0
236,236,Anitha,84,Male,0
237,237,Venkatesh,16,Female,0
238,238,Geetha,85,Female,0
239,239,Pooja,78,Female,0
240,240,Kavya,10,Female,0
241,241,Lakshmi,11,Female,0
242,242,Anitha,8,Female,0
243,243,Venkatesh,16,Male,0
244,244,Anitha,58,Male,0
245,245,Lakshmi,45,Male,0
246,246,Ravi,17,Male,0
247,247,Geetha,0,Female,0
248,248,Sowmya,41,Male,0
249,249,Pooja,55,Female,0
250,250,Venkatesh,37,Male,0
251,251,Sowmya,1,Male,0
252,252,Officer_025,51,Male,1
253,253,Pooja,76,Female,0
254,254,Geetha,5,Female,0
255,255,Venkatesh,35,Female,0
256,256,Geetha,4,Male,0
257,257,Geetha,78,Female,0
258,258,Pooja,2,Female,0
259,259,Pooja,59,Male,0
260,260,Venkatesh,63,Female,0
261,261,Ravi,76,Female,0
262,262,Officer_050,40,Female,1
263,263,Venkatesh,31,Female,0
264,264,Manjunath,61,Male,0
265,265,Manjunath,34,Female,0
266,266,Kavya,4,Female,0
267,267,Lakshmi,23,Male,0
268,268,Anitha,2,Male,0
269,269,Deepa,74,Female,0
270,270,Deepa,12,Male,0
271,271,Venkatesh,85,Male,0
272,272,Bhavya,31,Female,0
273,273,Nagaraj,36,Female,0
274,274,Pooja,38,Female,0
275,275,Manjunath,82,Male,0
276,276,Deepa,16,Female,0
277,277,Manjunath,17,Female,0
278,278,Deepa,70,Female,0
279,279,Pooja,13,Female,0
280,280,Officer_035,25,Male,1
281,281,Nagaraj,74,Male,0
282,282,Lakshmi,83,Male,0
283,283,Anitha,6,Male,0
284,284,Pooja,78,Female,0
285,285,Bhavya,6,Male,0
286,286,Anitha,57,Male,0
287,287,Venkatesh,26,Female,0
288,288,Ravi,43,Female,0
289,289,Nagaraj,56,Male,0
290,290,Pooja,38,Male,0
291,291,Bhavya,74,Female,0
292,292,Anitha,1,Male,0
293,293,Pooja,22,Female,0
294,294,Deepa,76,Male,0
295,295,Manjunath,34,Female,0
296,296,Geetha,29,Male,0
297,297,Bhavya,43,Male,0
298,298,Geetha,54,Female,0
299,299,Pooja,4,Female,0
300,300,Pooja,27,Male,0
301,301,Bhavya,36,Female,0
302,302,Anitha,64,Female,0
303,303,Ravi,26,Male,0
304,304,Sowmya,49,Male,0
305,305,Sowmya,32,Male,0
306,306,Bhavya,72,Female,0
307,307,Venkatesh,84,Male,0
308,308,Lakshmi,83,Male,0
309,309,Geetha,34,Male,0
310,310,Bhavya,10,Male,0
311,311,Sowmya,78,Female,0
312,312,Manjunath,80,Male,0
313,313,Kavya,28,Female,0
314,314,Kavya,69,Female,0
315,315,Anitha,31,Male,0
316,316,Ravi,13,Male,0
317,317,Sowmya,10,Male,0
318,318,Pooja,23,Male,0
319,319,Manjunath,2,Male,0
320,320,Lakshmi,6,Female,0
321,321,Bhavya,6,Female,0
322,322,Bhavya,85,Female,0
323,323,Sowmya,42,Female,0
324,324,Pooja,73,Male,0
325,325,Pooja,33,Male,0
326,326,Manjunath,42,Male,0
327,327,Officer_045,27,Male,1
328,328,Venkatesh,15,Male,0
329,329,Nagaraj,60,Female,0
330,330,Deepa,64,Male,0
331,331,Bhavya,29,Female,0
332,332,Sowmya,14,Male,0
333,333,Nagaraj,62,Female,0
334,334,Anitha,19,Male,0
335,335,Deepa,15,Female,0
336,336,Geetha,78,Female,0
337,337,Ravi,60,Male,0
338,338,Kavya,35,Male,0
339,339,Geetha,37,Female,0
340,340,Deepa,6,Male,0
341,341,Kavya,25,Male,0
342,342,Geetha,57,Female,0
343,343,Anitha,4,Female,0
344,344,Venkatesh,51,Male,0
345,345,Pooja,56,Female,0
346,346,Venkatesh,34,Female,0
347,347,Deepa,45,Male,0
348,348,Manjunath,63,Male,0
349,349,Deepa,23,Male,0
350,350,Deepa,46,Male,0
351,351,Manjunath,80,Female,0
352,352,Ravi,57,Male,0
353,353,Geetha,71,Male,0
354,354,Bhavya,42,Male,0
355,355,Deepa,44,Female,0
356,356,Deepa,39,Male,0
357,357,Geetha,58,Male,0
358,358,Deepa,60,Male,0
359,359,Kavya,23,Male,0
360,360,Kavya,6,Male,0
361,361,Sowmya,32,Male,0
362,362,Ravi,42,Male,0
363,363,Deepa,30,Male,0
364,364,Geetha,84,Male,0
365,365,Lakshmi,14,Male,0
366,366,Venkatesh,55,Male,0
367,367,Lakshmi,35,Female,0
368,368,Kavya,0,Male,0
369,369,Geetha,39,Female,0
370,370,Manjunath,1,Female,0
371,371,Sowmya,21,Female,0
372,372,Venkatesh,73,Female,0
373,373,Pooja,5,Female,0
374,374,Nagaraj,62,Female,0
375,375,Ravi,12,Male,0
376,376,Officer_094,34,Female,1
377,377,Pooja,32,Female,0
378,378,Anitha,21,Female,0
379,379,Pooja,72,Female,0
380,380,Manjunath,26,Male,0
381,381,Pooja,79,Female,0
382,382,Sowmya,16,Female,0
383,383,Sowmya,17,Male,0
384,384,Sowmya,46,Female,0
385,385,Lakshmi,25,Male,0
386,386,Kavya,8,Male,0
387,387,Bhavya,83,Female,0
388,388,Venkatesh,31,Male,0
389,389,Lakshmi,66,Male,0
390,390,Anitha,45,Female,0
391,391,Kavya,20,Male,0
392,392,Anitha,12,Female,0
393,393,Kavya,84,Male,0
394,394,Sowmya,33,Male,0
395,395,Kavya,63,Male,0
396,396,Geetha,56,Male,0
397,397,Venkatesh,73,Male,0
398,398,Venkatesh,21,Female,0
399,399,Ravi,60,Male,0
400,400,Geetha,71,Female,0
401,401,Deepa,46,Female,0
402,402,Sowmya,67,Female,0
403,403,Anitha,55,Female,0
404,404,Nagaraj,79,Female,0
405,405,Kavya,55,Male,0
406,406,Venkatesh,54,Female,0
407,407,Deepa,17,Female,0
408,408,Lakshmi,72,Male,0
409,409,Sowmya,17,Female,0
410,410,Nagaraj,3,Male,0
411,411,Kavya,49,Male,0
412,412,Geetha,78,Male,0
413,413,Kavya,13,Male,0
414,414,Anitha,77,Male,0
415,415,Ravi,79,Female,0
416,416,Lakshmi,17,Female,0
417,417,Sowmya,14,Female,0
418,418,Kavya,23,Female,0
419,419,Pooja,40,Male,0
420,420,Kavya,79,Female,0
421,421,Ravi,24,Female,0
422,422,Sowmya,12,Male,0
423,423,Ravi,63,Male,0
424,424,Sowmya,46,Male,0
425,425,Ravi,84,Female,0
426,426,Pooja,1,Male,0
427,427,Deepa,84,Male,0
428,428,Venkatesh,62,Female,0
429,429,Deepa,75,Female,0
430,430,Manjunath,12,Male,0
431,431,Nagaraj,13,Female,0
432,432,Manjunath,50,Male,0
433,433,Lakshmi,68,Female,0
434,434,Geetha,50,Female,0
435,435,Sowmya,31,Male,0
436,436,Pooja,23,Male,0
437,437,Deepa,66,Male,0
438,438,Pooja,36,Male,0
439,439,Nagaraj,43,Male,0
440,440,Anitha,66,Female,0
441,441,Sowmya,3,Female,0
442,442,Bhavya,21,Male,0
443,443,Pooja,85,Female,0
444,444,Manjunath,16,Female,0
445,445,Pooja,65,Female,0
446,446,Bhavya,60,Female,0
447,447,Kavya,82,Female,0
448,448,Geetha,80,Female,0
449,449,Nagaraj,83,Male,0
450,450,Bhavya,48,Female,0
451,451,Kavya,32,Female,0
452,452,Anitha,51,Male,0
453,453,Bhavya,53,Male,0
454,454,Ravi,1,Female,0
455,455,Bhavya,68,Female,0
456,456,Anitha,43,Female,0
457,457,Venkatesh,45,Male,0
458,458,Pooja,58,Female,0
459,459,Bhavya,73,Male,0
460,460,Anitha,65,Female,0
461,461,Nagaraj,68,Male,0
462,462,Ravi,15,Female,0
463,463,Pooja,71,Male,0
464,464,Deepa,32,Male,0
465,465,Kavya,55,Male,0
466,466,Nagaraj,4,Male,0
467,467,Bhavya,49,Female,0
468,468,Lakshmi,75,Female,0
469,469,Manjunath,69,Male,0
470,470,Lakshmi,85,Male,0
471,471,Anitha,85,Female,0
472,472,Nagaraj,56,Male,0
473,473,Geetha,18,Female,0
474,474,Deepa,64,Male,0
475,475,Sowmya,34,Male,0
476,476,Geetha,22,Male,0
477,477,Sowmya,1,Male,0
478,478,Manjunath,72,Female,0
479,479,Bhavya,32,Male,0
480,480,Lakshmi,24,Female,0
481,481,Kavya,49,Male,0
482,482,Sowmya,55,Female,0
483,483,Anitha,66,Female,0
484,484,Pooja,69,Female,0
485,485,Bhavya,79,Male,0
486,486,Kavya,9,Male,0
487,487,Kavya,64,Female,0
488,488,Kavya,47,Male,0
489,489,Bhavya,40,Female,0
490,490,Anitha,14,Male,0
491,491,Nagaraj,37,Male,0
492,492,Anitha,15,Female,0
493,493,Officer_061,33,Male,1
494,494,Pooja,11,Male,0
495,495,Geetha,55,Male,0
496,496,Venkatesh,36,Male,0
497,497,Lakshmi,6,Female,0
498,498,Geetha,38,Female,0
499,499,Ravi,2,Male,0
500,500,Venkatesh,22,Male,0
501,501,Bhavya,15,Male,0
502,502,Manjunath,70,Male,0
503,503,Nagaraj,85,Female,0
504,504,Bhavya,25,Male,0
505,505,Sowmya,53,Female,0
506,506,Deepa,24,Male,0
507,507,Venkatesh,48,Male,0
508,508,Deepa,79,Male,0
509,509,Anitha,36,Male,0
510,510,Geetha,37,Female,0
511,511,Kavya,23,Female,0
512,512,Nagaraj,84,Male,0
513,513,Kavya,67,Male,0
514,514,Pooja,70,Female,0
515,515,Deepa,66,Female,0
516,516,Geetha,37,Female,0
517,517,Manjunath,23,Male,0
518,518,Pooja,69,Female,0
519,519,Deepa,52,Female,0
520,520,Manjunath,25,Male,0
521,521,Ravi,17,Male,0
522,522,Geetha,77,Female,0
523,523,Venkatesh,45,Female,0
524,524,Geetha,17,Female,0
525,525,Venkatesh,53,Male,0
526,526,Sowmya,37,Male,0
527,527,Anitha,23,Male,0
528,528,Officer_092,23,Female,1
529,529,Nagaraj,56,Female,0
530,530,Kavya,50,Male,0
531,531,Manjunath,57,Male,0
532,532,Sowmya,2,Female,0
533,533,Pooja,2,Male,0
534,534,Nagaraj,22,Female,0
535,535,Pooja,22,Female,0
536,536,Nagaraj,26,Male,0
537,537,Anitha,39,Female,0
538,538,Lakshmi,12,Male,0
539,539,Pooja,63,Female,0
540,540,Anitha,58,Female,0
541,541,Venkatesh,25,Female,0
542,542,Geetha,60,Female,0
543,543,Venkatesh,21,Male,0
544,544,Venkatesh,44,Male,0
545,545,Manjunath,16,Female,0
546,546,Geetha,47,Male,0
547,547,Anitha,1,Male,0
548,548,Kavya,79,Female,0
549,549,Venkatesh,49,Female,0
550,550,Bhavya,66,Male,0
551,551,Sowmya,40,Female,0
552,552,Bhavya,60,Female,0
553,553,Pooja,23,Male,0
554,554,Geetha,47,Male,0
555,555,Venkatesh,78,Male,0
556,556,Geetha,57,Male,0
557,557,Pooja,34,Female,0
558,558,Lakshmi,32,Male,0
559,559,Manjunath,61,Female,0
560,560,Bhavya,34,Male,0
561,561,Venkatesh,58,Female,0
562,562,Lakshmi,8,Female,0
563,563,Anitha,40,Female,0
564,564,Pooja,7,Male,0
565,565,Nagaraj,65,Female,0
566,566,Pooja,32,Female,0
567,567,Nagaraj,58,Female,0
568,568,Geetha,30,Male,0
569,569,Lakshmi,14,Male,0
570,570,Manjunath,70,Male,0
571,571,Bhavya,13,Male,0
572,572,Geetha,12,Male,0
573,573,Venkatesh,2,Male,0
574,574,Geetha,2,Male,0
575,575,Deepa,52,Male,0
576,576,Nagaraj,40,Female,0
577,577,Manjunath,82,Female,0
578,578,Pooja,83,Female,0
579,579,Kavya,0,Female,0
580,580,Venkatesh,44,Male,0
581,581,Anitha,53,Female,0
582,582,Deepa,42,Female,0
583,583,Lakshmi,15,Male,0
584,584,Geetha,7,Female,0
585,585,Bhavya,77,Male,0
586,586,Geetha,68,Female,0
587,587,Manjunath,48,Male,0
588,588,Geetha,58,Female,0
589,589,Geetha,81,Male,0
590,590,Venkatesh,67,Female,0
591,591,Venkatesh,32,Male,0
592,592,Manjunath,63,Male,0
593,593,Ravi,85,Male,0
594,594,Bhavya,26,Female,0
595,595,Bhavya,7,Female,0
596,596,Pooja,37,Female,0
597,597,Venkatesh,24,Male,0
598,598,Anitha,3,Female,0
599,599,Lakshmi,42,Male,0
600,600,Nagaraj,10,Female,0
601,601,Nagaraj,29,Female,0
602,602,Lakshmi,36,Male,0
603,603,Lakshmi,77,Male,0
604,604,Manjunath,29,Female,0
605,605,Kavya,21,Female,0
606,606,Sowmya,69,Female,0
607,607,Lakshmi,19,Male,0
608,608,Deepa,16,Male,0
609,609,Manjunath,28,Female,0
610,610,Ravi,74,Male,0
611,611,Lakshmi,31,Female,0
612,612,Venkatesh,69,Male,0
613,613,Bhavya,77,Female,0
614,614,Kavya,5,Male,0
615,615,Anitha,33,Male,0
616,616,Pooja,81,Female,0
617,617,Deepa,55,Male,0
618,618,Deepa,35,Male,0
619,619,Sowmya,77,Female,0
620,620,Manjunath,79,Male,0
621,621,Anitha,29,Female,0
622,622,Pooja,85,Female,0
623,623,Ravi,52,Male,0
624,624,Venkatesh,1,Male,0
625,625,Nagaraj,66,Male,0
626,626,Kavya,59,Female,0
627,627,Anitha,26,Female,0
628,628,Geetha,43,Male,0
629,629,Kavya,17,Female,0
630,630,Nagaraj,48,Female,0
631,631,Nagaraj,83,Male,0
632,632,Manjunath,73,Male,0
633,633,Anitha,68,Male,0
634,634,Officer_036,50,Female,1
635,635,Venkatesh,68,Male,0
636,636,Lakshmi,25,Female,0
637,637,Manjunath,53,Female,0
638,638,Kavya,68,Female,0
639,639,Pooja,61,Female,0
640,640,Geetha,58,Male,0
641,641,Anitha,47,Female,0
642,642,Kavya,62,Female,0
643,643,Ravi,23,Male,0
644,644,Bhavya,75,Female,0
645,645,Ravi,56,Female,0
646,646,Pooja,49,Female,0
647,647,Kavya,52,Male,0
648,648,Geetha,17,Male,0
649,649,Sowmya,69,Male,0
650,650,Pooja,49,Male,0
651,651,Deepa,77,Male,0
652,652,Pooja,25,Male,0
653,653,Bhavya,29,Male,0
654,654,Sowmya,72,Female,0
655,655,Manjunath,6,Female,0
656,656,Anitha,75,Female,0
657,657,Deepa,73,Male,0
658,658,Pooja,56,Male,0
659,659,Lakshmi,64,Male,0
660,660,Deepa,39,Male,0
661,661,Bhavya,27,Male,0
662,662,Lakshmi,73,Male,0
663,663,Ravi,20,Female,0
664,664,Ravi,56,Female,0
665,665,Lakshmi,25,Female,0
666,666,Bhavya,85,Male,0
667,667,Geetha,79,Male,0
668,668,Geetha,82,Female,0
669,669,Nagaraj,53,Female,0
670,670,Anitha,54,Male,0
671,671,Lakshmi,58,Female,0
672,672,Deepa,12,Female,0
673,673,Kavya,84,Female,0
674,674,Kavya,40,Male,0
675,675,Anitha,3,Male,0
676,676,Kavya,51,Female,0
677,677,Nagaraj,59,Female,0
678,678,Geetha,84,Female,0
679,679,Geetha,45,Female,0
680,680,Venkatesh,8,Female,0
681,681,Lakshmi,67,Female,0
682,682,Kavya,30,Male,0
683,683,Bhavya,29,Female,0
684,684,Deepa,7,Male,0
685,685,Lakshmi,54,Male,0
686,686,Kavya,21,Female,0
687,687,Bhavya,13,Female,0
688,688,Anitha,9,Male,0
689,689,Kavya,19,Male,0
690,690,Lakshmi,51,Female,0
691,691,Pooja,46,Female,0
692,692,Kavya,14,Female,0
693,693,Geetha,17,Male,0
694,694,Anitha,31,Male,0
695,695,Ravi,84,Male,0
696,696,Pooja,48,Male,0
697,697,Bhavya,76,Male,0
698,698,Bhavya,15,Male,0
699,699,Kavya,48,Female,0
700,700,Bhavya,51,Female,0
701,701,Nagaraj,33,Male,0
702,702,Venkatesh,75,Female,0
703,703,Nagaraj,85,Male,0
704,704,Geetha,39,Male,0
705,705,Lakshmi,43,Female,0
706,706,Anitha,78,Male,0
707,707,Manjunath,62,Male,0
708,708,Anitha,71,Female,0
709,709,Sowmya,57,Female,0
710,710,Nagaraj,62,Female,0
711,711,Nagaraj,72,Male,0
712,712,Nagaraj,30,Male,0
713,713,Nagaraj,79,Male,0
714,714,Geetha,2,Female,0
715,715,Manjunath,66,Male,0
716,716,Manjunath,22,Male,0
717,717,Geetha,71,Female,0
718,718,Kavya,74,Male,0
719,719,Lakshmi,72,Female,0
720,720,Anitha,57,Male,0
721,721,Kavya,30,Female,0
722,722,Ravi,21,Male,0
723,723,Pooja,70,Male,0
724,724,Ravi,18,Female,0
725,725,Manjunath,31,Male,0
726,726,Kavya,5,Male,0
727,727,Sowmya,36,Male,0
728,728,Lakshmi,61,Male,0
729,729,Geetha,14,Female,0
730,730,Pooja,77,Male,0
731,731,Lakshmi,83,Male,0
732,732,Venkatesh,37,Female,0
733,733,Kavya,15,Female,0
734,734,Manjunath,23,Male,0
735,735,Lakshmi,45,Female,0
736,736,Deepa,66,Male,0
737,737,Venkatesh,20,Male,0
738,738,Lakshmi,74,Female,0
739,739,Lakshmi,8,Female,0
740,740,Kavya,24,Female,0
741,741,Anitha,24,Female,0
742,742,Manjunath,26,Male,0
743,743,Deepa,55,Female,0
744,744,Nagaraj,39,Male,0
745,745,Officer_001,31,Male,1
746,746,Pooja,62,Female,0
747,747,Venkatesh,44,Male,0
748,748,Pooja,85,Female,0
749,749,Sowmya,24,Male,0
750,750,Bhavya,11,Female,0
751,751,Venkatesh,62,Male,0
752,752,Manjunath,69,Male,0
753,753,Ravi,37,Male,0
754,754,Anitha,54,Female,0
755,755,Bhavya,51,Female,0
756,756,Lakshmi,38,Female,0
757,757,Manjunath,43,Male,0
758,758,Sowmya,3,Female,0
759,759,Geetha,55,Male,0
760,760,Geetha,70,Male,0
761,761,Officer_021,52,Male,1
762,762,Deepa,35,Female,0
763,763,Anitha,50,Female,0
764,764,Manjunath,72,Male,0
765,765,Anitha,40,Male,0
766,766,Manjunath,12,Female,0
767,767,Manjunath,71,Female,0
768,768,Bhavya,15,Female,0
769,769,Pooja,72,Male,0
770,770,Venkatesh,52,Female,0
771,771,Ravi,51,Male,0
772,772,Lakshmi,59,Male,0
773,773,Bhavya,60,Male,0
774,774,Bhavya,52,Male,0
775,775,Sowmya,17,Male,0
776,776,Geetha,47,Female,0
777,777,Officer_034,37,Female,1
778,778,Kavya,53,Female,0
779,779,Manjunath,3,Male,0
780,780,Pooja,42,Male,0
781,781,Bhavya,15,Male,0
782,782,Nagaraj,30,Female,0
783,783,Manjunath,6,Male,0
784,784,Anitha,40,Female,0
785,785,Manjunath,50,Male,0
786,786,Deepa,17,Female,0
787,787,Nagaraj,85,Female,0
788,788,Anitha,34,Female,0
789,789,Kavya,13,Male,0
790,790,Ravi,7,Male,0
791,791,Ravi,4,Female,0
792,792,Geetha,32,Female,0
793,793,Pooja,1,Male,0
794,794,Lakshmi,63,Male,0
795,795,Lakshmi,7,Male,0
796,796,Deepa,63,Male,0
797,797,Anitha,3,Male,0
798,798,Nagaraj,6,Female,0
799,799,Sowmya,81,Female,0
800,800,Manjunath,72,Female,0
801,801,Geetha,10,Male,0
802,802,Kavya,9,Female,0
803,803,Geetha,52,Male,0
804,804,Ravi,83,Male,0
805,805,Sowmya,28,Female,0
806,806,Geetha,77,Female,0
807,807,Deepa,55,Male,0
808,808,Manjunath,76,Male,0
809,809,Anitha,65,Male,0
810,810,Kavya,30,Female,0
811,811,Sowmya,47,Male,0
812,812,Bhavya,57,Male,0
813,813,Kavya,49,Male,0
814,814,Lakshmi,79,Female,0
815,815,Bhavya,80,Male,0
816,816,Lakshmi,18,Female,0
817,817,Manjunath,76,Female,0
818,818,Pooja,76,Female,0
819,819,Anitha,33,Male,0
820,820,Deepa,23,Female,0
821,821,Deepa,62,Male,0
822,822,Manjunath,23,Female,0
823,823,Officer_079,49,Male,1
824,824,Officer_059,34,Male,1
825,825,Pooja,28,Male,0
826,826,Manjunath,74,Male,0
827,827,Lakshmi,63,Male,0
828,828,Officer_039,24,Male,1
829,829,Kavya,55,Female,0
830,830,Ravi,27,Male,0
831,831,Ravi,60,Male,0
832,832,Venkatesh,70,Male,0
