ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
125,125,Complainant_000125,78,2,2,2,Female
126,126,Complainant_000126,48,2,3,2,Female
127,127,Complainant_000127,56,2,1,2,Male
128,128,Complainant_000128,50,4,3,3,Female
129,129,Complainant_000129,78,4,1,1,Female
130,130,Complainant_000130,38,4,3,4,Female
131,131,Complainant_000131,56,2,4,1,Female
132,132,Complainant_000132,28,3,3,3,Male
133,133,Complainant_000133,39,3,4,2,Male
134,134,Complainant_000134,68,1,4,3,Female
135,135,Complainant_000135,23,1,2,1,Male
136,136,Complainant_000136,70,3,4,1,Female
137,137,Complainant_000137,69,3,1,4,Male
138,138,Complainant_000138,41,4,1,1,Male
139,139,Complainant_000139,19,2,4,4,Other
140,140,Complainant_000140,28,4,4,2,Female
141,141,Complainant_000141,22,2,3,4,Female
142,142,Complainant_000142,66,1,1,2,Female
143,143,Complainant_000143,24,2,2,3,Female
144,144,Complainant_000144,20,2,2,3,Female
145,145,Complainant_000145,68,2,3,4,Male
146,146,Complainant_000146,22,1,1,1,Female
147,147,Complainant_000147,44,4,1,4,Male
148,148,Complainant_000148,69,3,4,1,Female
149,149,Complainant_000149,37,4,4,2,Male
150,150,Complainant_000150,41,2,4,3,Female
151,151,Complainant_000151,35,1,1,2,Male
152,152,Complainant_000152,46,1,3,2,Female
153,153,Complainant_000153,43,3,1,1,Female
154,154,Complainant_000154,42,4,2,1,Male
155,155,Complainant_000155,42,1,4,4,Female
156,156,Complainant_000156,68,3,3,1,Female
157,157,Complainant_000157,61,3,3,4,Male
158,158,Complainant_000158,22,3,3,3,Male
159,159,Complainant_000159,56,4,3,4,Female
160,160,Complainant_000160,23,4,3,1,Female
161,161,Complainant_000161,33,4,3,3,Male
162,162,Complainant_000162,77,4,1,3,Male
163,163,Complainant_000163,22,3,2,2,Female
164,164,Complainant_000164,79,4,1,1,Female
165,165,Complainant_000165,27,2,4,1,Female
166,166,Complainant_000166,25,2,3,2,Male
167,167,Complainant_000167,33,2,1,4,Female
168,168,Complainant_000168,56,1,2,1,Female
169,169,Complainant_000169,62,4,1,4,Male
170,170,Complainant_000170,49,1,3,1,Female
171,171,Complainant_000171,71,2,3,3,Female
172,172,Complainant_000172,20,4,2,3,Male
173,173,Complainant_000173,19,1,3,3,Female
174,174,Complainant_000174,21,4,3,3,Female
175,175,Complainant_000175,27,3,4,1,Male
176,176,Complainant_000176,64,1,1,2,Female
177,177,Complainant_000177,46,1,4,4,Female
178,178,Complainant_000178,56,4,1,2,Female
179,179,Complainant_000179,43,2,4,4,Male
180,180,Complainant_000180,75,1,3,3,Male
181,181,Complainant_000181,34,4,1,1,Male
182,182,Complainant_000182,19,2,1,4,Female
183,183,Complainant_000183,32,2,1,3,Male
184,184,Complainant_000184,72,1,4,1,Female
185,185,Complainant_000185,78,1,1,3,Male
186,186,Complainant_000186,60,1,3,4,Male
187,187,Complainant_000187,73,4,1,3,Male
188,188,Complainant_000188,46,3,3,1,Female
189,189,Complainant_000189,56,2,1,3,Male
190,190,Complainant_000190,27,4,1,2,Male
191,191,Complainant_000191,41,1,3,3,Male
192,192,Complainant_000192,69,4,4,3,Female
193,193,Complainant_000193,28,3,4,2,Male
194,194,Complainant_000194,73,2,3,4,Female
195,195,Complainant_000195,26,1,3,3,Female
196,196,Complainant_000196,31,3,1,4,Male
197,197,Complainant_000197,20,2,1,1,Male
198,198,Complainant_000198,44,2,3,2,Male
199,199,Complainant_000199,64,1,1,2,Male
200,200,Complainant_000200,45,1,1,4,Female
201,201,Complainant_000201,72,4,3,1,Male
202,202,Complainant_000202,69,3,2,4,Male
203,203,Complainant_000203,24,2,1,3,Female
204,204,Complainant_000204,42,2,4,3,Female
205,205,Complainant_000205,60,2,3,2,Male
206,206,Complainant_000206,52,3,1,4,Male
207,207,Complainant_000207,20,1,4,3,Female
208,208,Complainant_000208,49,3,3,2,Female
209,209,Complainant_000209,50,3,3,1,Female
210,210,Complainant_000210,18,2,2,2,Male
211,211,Complainant_000211,59,4,2,3,Female
212,212,Complainant_000212,54,2,4,4,Female
213,213,Complainant_000213,60,4,2,4,Female
214,214,Complainant_000214,79,4,4,4,Male
215,215,Complainant_000215,36,2,1,1,Male
216,216,Complainant_000216,73,2,4,3,Male
217,217,Complainant_000217,62,1,2,2,Female
218,218,Complainant_000218,75,3,1,1,Female
219,219,Complainant_000219,63,4,1,1,Female
220,220,Complainant_000220,52,2,2,2,Female
221,221,Complainant_000221,48,1,3,3,Female
222,222,Complainant_000222,80,2,2,3,Female
223,223,Complainant_000223,23,2,1,4,Male
224,224,Complainant_000224,66,3,2,1,Male
225,225,Complainant_000225,37,1,4,3,Male
226,226,Complainant_000226,31,1,2,1,Female
227,227,Complainant_000227,21,1,1,3,Female
228,228,Complainant_000228,36,3,3,2,Male
229,229,Complainant_000229,73,4,4,3,Male
230,230,Complainant_000230,34,3,1,1,Male
231,231,Complainant_000231,32,1,4,1,Female
232,232,Complainant_000232,73,4,3,1,Male
233,233,Complainant_000233,73,2,2,4,Male
234,234,Complainant_000234,77,4,2,1,Male
235,235,Complainant_000235,21,2,3,2,Female
236,236,Complainant_000236,39,2,1,1,Male
237,237,Complainant_000237,34,4,2,4,Male
238,238,Complainant_000238,23,4,2,4,Female
239,239,Complainant_000239,50,3,2,2,Male
240,240,Complainant_000240,30,1,2,4,Female
241,241,Complainant_000241,48,1,3,3,Male
242,242,Complainant_000242,37,2,3,2,Female
243,243,Complainant_000243,73,3,3,4,Other
244,244,Complainant_000244,31,1,2,1,Female
245,245,Complainant_000245,34,4,4,3,Male
246,246,Complainant_000246,66,3,4,4,Female
247,247,Complainant_000247,20,4,4,3,Male
248,248,Complainant_000248,54,1,2,2,Male
249,249,Complainant_000249,76,2,4,4,Male
250,250,Complainant_000250,66,1,4,1,Female
251,251,Complainant_000251,65,2,3,3,Male
252,252,Complainant_000252,44,3,2,4,Male
253,253,Complainant_000253,38,3,3,2,Female
254,254,Complainant_000254,57,2,4,3,Male
255,255,Complainant_000255,29,2,3,3,Male
256,256,Complainant_000256,60,3,1,4,Male
257,257,Complainant_000257,32,4,1,1,Female
258,258,Complainant_000258,23,3,3,3,Other
259,259,Complainant_000259,72,1,3,4,Male
260,260,Complainant_000260,33,4,1,4,Male
261,261,Complainant_000261,61,4,3,4,Male
262,262,Complainant_000262,31,2,4,1,Male
263,263,Complainant_000263,66,1,4,2,Male
264,264,Complainant_000264,57,3,4,2,Female
265,265,Complainant_000265,28,3,3,1,Male
266,266,Complainant_000266,34,3,2,3,Female
267,267,Complainant_000267,50,2,4,3,Male
268,268,Complainant_000268,27,2,4,4,Female
269,269,Complainant_000269,46,3,1,4,Female
270,270,Complainant_000270,32,1,1,3,Female
271,271,Complainant_000271,60,4,1,1,Male
272,272,Complainant_000272,65,2,2,1,Female
273,273,Complainant_000273,26,3,2,2,Male
274,274,Complainant_000274,77,3,3,3,Male
275,275,Complainant_000275,47,3,1,2,Male
276,276,Complainant_000276,58,4,1,3,Female
277,277,Complainant_000277,48,4,4,3,Male
278,278,Complainant_000278,37,4,4,4,Female
279,279,Complainant_000279,50,4,1,3,Male
280,280,Complainant_000280,33,2,4,1,Female
281,281,Complainant_000281,43,2,3,4,Female
282,282,Complainant_000282,50,2,1,4,Male
283,283,Complainant_000283,74,3,2,4,Female
284,284,Complainant_000284,18,4,3,2,Female
285,285,Complainant_000285,38,2,4,3,Female
286,286,Complainant_000286,74,3,3,3,Female
287,287,Complainant_000287,36,4,4,2,Male
288,288,Complainant_000288,19,4,3,4,Male
289,289,Complainant_000289,27,2,1,1,Male
290,290,Complainant_000290,52,2,1,3,Male
291,291,Complainant_000291,38,3,4,3,Male
292,292,Complainant_000292,45,1,4,4,Male
293,293,Complainant_000293,52,4,2,4,Female
294,294,Complainant_000294,73,1,4,2,Male
295,295,Complainant_000295,42,4,1,1,Female
296,296,Complainant_000296,48,3,1,2,Female
297,297,Complainant_000297,52,3,3,1,Female
298,298,Complainant_000298,43,4,2,4,Female
299,299,Complainant_000299,62,3,3,2,Male
300,300,Complainant_000300,66,4,4,1,Female
301,301,Complainant_000301,71,1,2,2,Female
302,302,Complainant_000302,37,2,3,2,Male
303,303,Complainant_000303,77,3,3,1,Male
304,304,Complainant_000304,48,2,1,1,Female
305,305,Complainant_000305,48,3,2,1,Female
306,306,Complainant_000306,66,3,2,4,Female
307,307,Complainant_000307,43,1,3,3,Female
308,308,Complainant_000308,80,3,1,4,Male
309,309,Complainant_000309,57,4,4,3,Male
310,310,Complainant_000310,55,1,1,2,Female
311,311,Complainant_000311,20,3,4,4,Male
312,312,Complainant_000312,24,1,2,3,Female
313,313,Complainant_000313,76,3,1,4,Male
314,314,Complainant_000314,77,2,2,4,Female
315,315,Complainant_000315,44,2,1,2,Female
316,316,Complainant_000316,31,4,3,4,Female
317,317,Complainant_000317,40,1,4,3,Female
318,318,Complainant_000318,47,1,3,3,Male
319,319,Complainant_000319,78,4,3,2,Female
320,320,Complainant_000320,54,3,2,4,Female
321,321,Complainant_000321,66,2,1,4,Male
322,322,Complainant_000322,44,4,1,3,Male
323,323,Complainant_000323,53,4,1,2,Female
324,324,Complainant_000324,63,4,3,4,Female
325,325,Complainant_000325,59,2,4,2,Male
326,326,Complainant_000326,73,4,2,1,Male
327,327,Complainant_000327,58,3,4,4,Female
328,328,Complainant_000328,42,4,2,3,Other
329,329,Complainant_000329,49,3,1,1,Female
330,330,Complainant_000330,35,4,1,3,Female
331,331,Complainant_000331,36,1,3,4,Male
332,332,Complainant_000332,32,4,1,4,Female
333,333,Complainant_000333,34,4,3,2,Female
334,334,Complainant_000334,80,2,4,4,Male
335,335,Complainant_000335,40,4,2,4,Female
336,336,Complainant_000336,42,1,4,3,Female
337,337,Complainant_000337,77,3,1,4,Male
338,338,Complainant_000338,28,4,4,3,Male
339,339,Complainant_000339,56,2,3,2,Female
340,340,Complainant_000340,50,3,2,4,Male
341,341,Complainant_000341,49,3,2,4,Male
342,342,Complainant_000342,56,2,1,2,Male
343,343,Complainant_000343,59,2,4,1,Male
344,344,Complainant_000344,31,4,4,3,Male
345,345,Complainant_000345,72,1,1,3,Male
346,346,Complainant_000346,29,4,1,4,Female
347,347,Complainant_000347,47,4,4,1,Female
348,348,Complainant_000348,57,1,1,2,Male
349,349,Complainant_000349,55,3,2,1,Female
350,350,Complainant_000350,53,4,3,3,Female
351,351,Complainant_000351,38,2,1,1,Male
352,352,Complainant_000352,46,4,4,2,Female
353,353,Complainant_000353,73,2,4,2,Female
354,354,Complainant_000354,20,3,3,3,Female
355,355,Complainant_000355,65,3,3,1,Other
356,356,Complainant_000356,50,2,1,3,Male
357,357,Complainant_000357,44,3,4,3,Female
358,358,Complainant_000358,70,2,2,4,Male
359,359,Complainant_000359,77,2,3,1,Male
360,360,Complainant_000360,44,1,4,3,Female
361,361,Complainant_000361,29,1,2,3,Female
362,362,Complainant_000362,29,2,1,3,Male
363,363,Complainant_000363,70,1,2,3,Female
364,364,Complainant_000364,49,2,1,4,Female
365,365,Complainant_000365,21,2,2,3,Male
366,366,Complainant_000366,26,1,4,1,Female
367,367,Complainant_000367,57,1,4,2,Female
368,368,Complainant_000368,50,4,2,2,Male
369,369,Complainant_000369,71,4,2,2,Male
370,370,Complainant_000370,32,1,2,1,Female
371,371,Complainant_000371,76,4,1,4,Female
372,372,Complainant_000372,19,3,1,2,Female
373,373,Complainant_000373,73,3,1,2,Female
374,374,Complainant_000374,44,1,4,1,Female
375,375,Complainant_000375,50,1,4,4,Male
376,376,Complainant_000376,61,3,4,4,Female
377,377,Complainant_000377,49,2,3,1,Female
378,378,Complainant_000378,19,2,2,3,Male
379,379,Complainant_000379,75,1,3,1,Female
380,380,Complainant_000380,46,4,2,1,Female
381,381,Complainant_000381,26,2,4,3,Male
382,382,Complainant_000382,48,2,2,2,Female
383,383,Complainant_000383,28,1,2,1,Male
384,384,Complainant_000384,79,4,4,4,Female
385,385,Complainant_000385,61,4,2,1,Female
386,386,Complainant_000386,42,4,4,3,Female
387,387,Complainant_000387,28,4,1,3,Male
388,388,Complainant_000388,48,2,3,1,Female
389,389,Complainant_000389,39,4,1,2,Female
390,390,Complainant_000390,22,1,3,4,Female
391,391,Complainant_000391,48,4,1,1,Male
392,392,Complainant_000392,18,1,3,4,Male
393,393,Complainant_000393,51,3,3,3,Other
394,394,Complainant_000394,27,2,2,2,Female
395,395,Complainant_000395,21,1,2,1,Female
396,396,Complainant_000396,70,1,4,3,Male
397,397,Complainant_000397,22,1,4,3,Female
398,398,Complainant_000398,23,4,3,1,Female
399,399,Complainant_000399,27,2,2,3,Female
400,400,Complainant_000400,74,4,3,2,Male
401,401,Complainant_000401,43,1,2,3,Male
402,402,Complainant_000402,65,3,4,3,Male
403,403,Complainant_000403,80,1,4,3,Female
404,404,Complainant_000404,38,3,3,4,Male
405,405,Complainant_000405,52,3,2,4,Female
406,406,Complainant_000406,46,1,2,4,Male
407,407,Complainant_000407,75,2,2,4,Female
408,408,Complainant_000408,61,2,4,3,Female
409,409,Complainant_000409,39,3,3,3,Female
410,410,Complainant_000410,25,1,2,1,Male
411,411,Complainant_000411,66,3,3,2,Male
412,412,Complainant_000412,63,3,2,2,Male
413,413,Complainant_000413,35,1,4,1,Male
414,414,Complainant_000414,41,4,2,2,Male
415,415,Complainant_000415,73,4,2,4,Female
416,416,Complainant_000416,36,3,1,2,Male
417,417,Complainant_000417,55,3,3,2,Female
418,418,Complainant_000418,28,2,3,4,Male
419,419,Complainant_000419,50,1,4,1,Male
420,420,Complainant_000420,64,4,4,2,Female
421,421,Complainant_000421,40,2,2,3,Female
422,422,Complainant_000422,54,4,2,3,Male
423,423,Complainant_000423,59,2,2,4,Male
424,424,Complainant_000424,47,1,4,2,Female
425,425,Complainant_000425,69,1,1,2,Male
426,426,Complainant_000426,40,2,4,1,Male
427,427,Complainant_000427,20,1,3,1,Male
428,428,Complainant_000428,47,2,1,3,Male
429,429,Complainant_000429,43,4,1,1,Female
430,430,Complainant_000430,53,2,4,4,Male
431,431,Complainant_000431,38,1,1,3,Male
432,432,Complainant_000432,64,4,4,1,Male
433,433,Complainant_000433,35,4,2,2,Female
434,434,Complainant_000434,49,3,2,3,Male
435,435,Complainant_000435,28,2,1,4,Female
436,436,Complainant_000436,42,4,2,4,Male
437,437,Complainant_000437,71,3,1,2,Male
438,438,Complainant_000438,46,2,2,3,Female
439,439,Complainant_000439,44,3,4,4,Male
440,440,Complainant_000440,77,2,1,1,Male
441,441,Complainant_000441,68,3,4,1,Male
442,442,Complainant_000442,66,3,3,2,Male
443,443,Complainant_000443,70,3,1,1,Female
444,444,Complainant_000444,54,3,2,2,Male
445,445,Complainant_000445,75,4,1,4,Female
446,446,Complainant_000446,18,3,3,4,Male
447,447,Complainant_000447,26,4,1,2,Female
448,448,Complainant_000448,18,1,3,4,Male
449,449,Complainant_000449,20,1,2,2,Female
450,450,Complainant_000450,32,2,1,2,Male
451,451,Complainant_000451,50,4,1,4,Male
452,452,Complainant_000452,67,3,2,4,Female
453,453,Complainant_000453,36,1,1,2,Male
454,454,Complainant_000454,77,1,2,2,Female
455,455,Complainant_000455,36,2,1,3,Male
456,456,Complainant_000456,61,1,4,2,Male
457,457,Complainant_000457,52,3,3,2,Female
458,458,Complainant_000458,57,2,1,3,Female
459,459,Complainant_000459,48,2,1,4,Female
460,460,Complainant_000460,57,4,1,1,Male
461,461,Complainant_000461,46,2,1,1,Male
462,462,Complainant_000462,62,2,3,1,Female
463,463,Complainant_000463,38,3,2,3,Male
464,464,Complainant_000464,62,1,2,1,Female
465,465,Complainant_000465,25,4,2,4,Male
466,466,Complainant_000466,27,4,2,2,Male
467,467,Complainant_000467,24,2,4,3,Female
468,468,Complainant_000468,79,4,1,4,Female
469,469,Complainant_000469,27,3,1,1,Female
470,470,Complainant_000470,33,1,3,2,Female
471,471,Complainant_000471,51,4,4,1,Female
472,472,Complainant_000472,29,4,4,3,Female
473,473,Complainant_000473,39,3,1,4,Female
474,474,Complainant_000474,34,2,4,4,Male
475,475,Complainant_000475,73,1,1,3,Male
476,476,Complainant_000476,49,4,2,4,Male
477,477,Complainant_000477,37,2,4,2,Female
478,478,Complainant_000478,51,2,1,2,Female
479,479,Complainant_000479,36,1,3,3,Female
480,480,Complainant_000480,49,3,4,4,Female
481,481,Complainant_000481,51,4,3,1,Other
482,482,Complainant_000482,62,4,2,1,Female
483,483,Complainant_000483,41,1,1,3,Male
484,484,Complainant_000484,56,4,4,2,Male
485,485,Complainant_000485,44,2,2,1,Female
486,486,Complainant_000486,18,3,1,1,Male
487,487,Complainant_000487,65,2,2,1,Female
488,488,Complainant_000488,39,2,4,4,Female
489,489,Complainant_000489,66,1,2,3,Male
490,490,Complainant_000490,42,1,3,4,Female
491,491,Complainant_000491,23,4,1,2,Female
492,492,Complainant_000492,71,4,3,4,Female
493,493,Complainant_000493,27,4,1,4,Male
494,494,Complainant_000494,57,2,2,2,Male
495,495,Complainant_000495,64,3,4,2,Male
496,496,Complainant_000496,33,4,1,3,Male
497,497,Complainant_000497,50,3,1,4,Male
498,498,Complainant_000498,25,3,3,4,Female
499,499,Complainant_000499,24,2,4,4,Male
500,500,Complainant_000500,53,1,3,2,Female
501,501,Complainant_000501,23,1,2,4,Female
502,502,Complainant_000502,59,4,2,3,Female
503,503,Complainant_000503,32,1,4,3,Other
504,504,Complainant_000504,77,2,1,4,Female
505,505,Complainant_000505,78,3,3,2,Male
506,506,Complainant_000506,25,1,3,1,Female
507,507,Complainant_000507,35,2,2,3,Male
508,508,Complainant_000508,76,3,2,2,Female
509,509,Complainant_000509,36,1,3,2,Male
510,510,Complainant_000510,59,2,2,1,Male
511,511,Complainant_000511,61,1,1,4,Other
512,512,Complainant_000512,65,1,3,2,Female
513,513,Complainant_000513,60,3,4,3,Male
514,514,Complainant_000514,46,3,1,3,Female
515,515,Complainant_000515,59,1,1,4,Female
516,516,Complainant_000516,63,1,3,3,Female
517,517,Complainant_000517,34,4,1,4,Male
518,518,Complainant_000518,60,2,3,4,Male
519,519,Complainant_000519,65,3,1,2,Male
520,520,Complainant_000520,72,4,3,2,Male
521,521,Complainant_000521,75,2,3,4,Female
522,522,Complainant_000522,54,3,3,4,Male
523,523,Complainant_000523,62,3,1,2,Male
524,524,Complainant_000524,34,4,3,1,Male
525,525,Complainant_000525,71,1,2,1,Male
526,526,Complainant_000526,30,3,2,3,Female
527,527,Complainant_000527,55,4,1,1,Male
528,528,Complainant_000528,76,2,1,4,Female
529,529,Complainant_000529,63,3,2,4,Male
530,530,Complainant_000530,75,2,2,1,Female
531,531,Complainant_000531,32,1,3,3,Female
532,532,Complainant_000532,74,2,1,4,Female
533,533,Complainant_000533,76,1,3,4,Female
534,534,Complainant_000534,39,1,4,1,Male
535,535,Complainant_000535,48,2,2,2,Male
536,536,Complainant_000536,55,4,4,1,Male
537,537,Complainant_000537,79,2,1,3,Female
538,538,Complainant_000538,37,1,2,1,Male
539,539,Complainant_000539,66,2,4,4,Male
540,540,Complainant_000540,38,1,3,1,Female
541,541,Complainant_000541,37,4,4,2,Female
542,542,Complainant_000542,59,4,4,4,Male
543,543,Complainant_000543,44,4,3,1,Female
544,544,Complainant_000544,59,2,2,3,Female
545,545,Complainant_000545,49,1,4,2,Male
546,546,Complainant_000546,75,3,1,1,Female
547,547,Complainant_000547,59,1,4,3,Female
548,548,Complainant_000548,74,3,3,3,Female
549,549,Complainant_000549,22,2,1,3,Male
550,550,Complainant_000550,40,4,2,2,Female
551,551,Complainant_000551,61,4,2,2,Female
552,552,Complainant_000552,63,2,3,1,Female
553,553,Complainant_000553,67,3,1,3,Female
554,554,Complainant_000554,27,2,4,3,Male
555,555,Complainant_000555,76,3,4,4,Male
556,556,Complainant_000556,55,4,2,4,Female
557,557,Complainant_000557,18,4,3,3,Male
558,558,Complainant_000558,44,3,3,3,Male
559,559,Complainant_000559,46,3,2,3,Female
560,560,Complainant_000560,61,4,2,3,Male
561,561,Complainant_000561,30,2,3,4,Male
562,562,Complainant_000562,75,3,2,1,Male
563,563,Complainant_000563,21,3,4,1,Male
564,564,Complainant_000564,60,1,3,1,Female
565,565,Complainant_000565,37,3,1,4,Female
566,566,Complainant_000566,74,1,1,3,Female
567,567,Complainant_000567,72,4,3,4,Female
568,568,Complainant_000568,22,2,3,3,Male
569,569,Complainant_000569,64,3,3,3,Female
570,570,Complainant_000570,36,2,1,3,Male
571,571,Complainant_000571,37,1,2,2,Female
572,572,Complainant_000572,72,2,4,1,Female
573,573,Complainant_000573,71,4,2,4,Female
574,574,Complainant_000574,76,2,2,3,Female
575,575,Complainant_000575,32,1,1,3,Male
576,576,Complainant_000576,66,2,2,4,Female
577,577,Complainant_000577,79,2,2,2,Female
578,578,Complainant_000578,25,2,3,4,Male
579,579,Complainant_000579,26,2,1,4,Male
580,580,Complainant_000580,48,1,1,1,Female
581,581,Complainant_000581,49,2,3,3,Male
582,582,Complainant_000582,48,1,3,4,Female
583,583,Complainant_000583,70,1,4,4,Female
584,584,Complainant_000584,35,4,3,1,Female
585,585,Complainant_000585,19,2,2,1,Female
586,586,Complainant_000586,40,3,1,2,Male
587,587,Complainant_000587,65,3,2,1,Female
588,588,Complainant_000588,49,1,2,2,Female
589,589,Complainant_000589,30,1,2,4,Female
590,590,Complainant_000590,69,3,3,3,Male
591,591,Complainant_000591,47,3,1,2,Female
592,592,Complainant_000592,77,4,4,2,Male
593,593,Complainant_000593,75,1,1,4,Male
594,594,Complainant_000594,64,4,4,4,Female
595,595,Complainant_000595,56,1,3,2,Male
596,596,Complainant_000596,64,3,1,4,Male
597,597,Complainant_000597,69,1,4,1,Male
598,598,Complainant_000598,43,4,2,3,Female
599,599,Complainant_000599,22,3,3,3,Male
600,600,Complainant_000600,23,1,1,4,Male
601,601,Complainant_000601,33,3,2,4,Female
602,602,Complainant_000602,56,1,1,1,Male
603,603,Complainant_000603,78,4,2,1,Male
604,604,Complainant_000604,65,3,3,1,Female
