AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
519,519,Manoj,45,Male,A000519
520,520,Suresh,68,Male,A000520
521,521,Arun,57,Male,A000521
522,522,Vijay,75,Male,A000522
523,523,Dinesh,56,Male,A000523
524,524,Imran,53,Male,A000524
525,525,Dinesh,74,Male,A000525
526,526,Vijay,47,Male,A000526
527,527,Vikram,67,Male,A000527
528,528,Vijay,19,Female,A000528
529,529,Karthik,40,Female,A000529
530,530,Manoj,49,Male,A000530
531,531,Prakash,55,Female,A000531
532,532,Vikram,66,Male,A000532
533,533,Dinesh,53,Male,A000533
534,534,Sanjay,39,Male,A000534
535,535,Shankar,70,Male,A000535
536,536,Manoj,23,Male,A000536
537,537,Harish,46,Male,A000537
538,538,Naveen,31,Male,A000538
539,539,Shankar,40,Male,A000539
540,540,Karthik,25,Male,A000540
541,541,Prakash,47,Male,A000541
542,542,Sanjay,64,Male,A000542
543,543,Rahul,22,Male,A000543
544,544,Ganesh,28,Male,A000544
545,545,Vikram,30,Female,A000545
546,546,Arun,37,Male,A000546
547,547,Naveen,38,Male,A000547
548,548,Manoj,26,Male,A000548
549,549,Imran,75,Female,A000549
550,550,Bharath,44,Male,A000550
551,551,Yashwanth,64,Male,A000551
552,552,Imran,42,Male,A000552
553,553,Chandru,57,Male,A000553
554,554,Imran,61,Male,A000554
555,555,Shankar,52,Male,A000555
556,556,Harish,41,Male,A000556
557,557,Karthik,65,Female,A000557
558,558,Ganesh,66,Female,A000558
559,559,Manoj,61,Male,A000559
560,560,Naveen,67,Male,A000560
561,561,Dinesh,56,Female,A000561
562,562,Arun,74,Male,A000562
563,563,Vijay,72,Male,A000563
564,564,Harish,30,Female,A000564
565,565,Harish,31,Female,A000565
566,566,Imran,71,Male,A000566
567,567,Prakash,28,Male,A000567
568,568,Ganesh,47,Female,A000568
569,569,Sanjay,36,Male,A000569
570,570,Rahul,41,Female,A000570
571,571,Arun,75,Male,A000571
572,572,Rahul,46,Male,A000572
573,573,Dinesh,30,Male,A000573
574,574,Suresh,68,Male,A000574
575,575,Dinesh,37,Male,A000575
576,576,Suresh,62,Male,A000576
577,577,Vikram,31,Female,A000577
578,578,Ramesh,72,Male,A000578
579,579,Yashwanth,74,Male,A000579
580,580,Vikram,71,Male,A000580
581,581,Imran,49,Female,A000581
582,582,Sanjay,38,Other,A000582
583,583,Manoj,37,Male,A000583
584,584,Vijay,72,Male,A000584
585,585,Rohit,45,Female,A000585
586,586,Rahul,52,Female,A000586
587,587,Suresh,47,Female,A000587
588,588,Naveen,67,Male,A000588
589,589,Dinesh,70,Male,A000589
590,590,Ramesh,67,Female,A000590
591,591,Karthik,38,Male,A000591
592,592,Shankar,49,Male,A000592
593,593,Rohit,59,Male,A000593
594,594,Harish,75,Male,A000594
595,595,Prakash,39,Female,A000595
596,596,Shankar,72,Male,A000596
597,597,Sanjay,49,Male,A000597
598,598,Rohit,29,Male,A000598
599,599,Sanjay,56,Male,A000599
600,600,Suresh,33,Male,A000600
601,601,Imran,54,Male,A000601
602,602,Bharath,62,Male,A000602
603,603,Yashwanth,25,Female,A000603
604,604,Vijay,32,Female,A000604
605,605,Rahul,63,Male,A000605
606,606,Shankar,30,Male,A000606
607,607,Sanjay,69,Male,A000607
608,608,Naveen,19,Male,A000608
609,609,Prakash,69,Male,A000609
610,610,Imran,41,Male,A000610
611,611,Shankar,41,Female,A000611
612,612,Chandru,20,Female,A000612
613,613,Karthik,28,Male,A000613
614,614,Ganesh,44,Female,A000614
615,615,Bharath,52,Male,A000615
616,616,Ganesh,52,Male,A000616
617,617,Naveen,55,Male,A000617
618,618,Shankar,52,Female,A000618
619,619,Ganesh,22,Female,A000619
620,620,Rohit,19,Male,A000620
621,621,Ramesh,38,Male,A000621
622,622,Dinesh,53,Male,A000622
623,623,Vikram,62,Male,A000623
624,624,Vijay,21,Male,A000624
625,625,Naveen,64,Male,A000625
626,626,Ganesh,28,Male,A000626
627,627,Suresh,70,Male,A000627
628,628,Chandru,33,Male,A000628
629,629,Karthik,43,Male,A000629
630,630,Bharath,49,Male,A000630
631,631,Suresh,61,Male,A000631
632,632,Naveen,45,Male,A000632
633,633,Vijay,27,Male,A000633
634,634,Imran,68,Male,A000634
635,635,Rahul,27,Male,A000635
636,636,Arun,62,Male,A000636
637,637,Shankar,37,Male,A000637
638,638,Shankar,28,Female,A000638
639,639,Harish,70,Female,A000639
640,640,Naveen,74,Female,A000640
641,641,Imran,26,Female,A000641
642,642,Dinesh,29,Male,A000642
643,643,Harish,40,Male,A000643
644,644,Manoj,19,Male,A000644
645,645,Chandru,27,Male,A000645
646,646,Rohit,30,Female,A000646
647,647,Harish,31,Male,A000647
648,648,Dinesh,60,Male,A000648
649,649,Suresh,64,Male,A000649
650,650,Arun,39,Female,A000650
651,651,Dinesh,21,Male,A000651
652,652,Harish,62,Male,A000652
653,653,Imran,41,Female,A000653
654,654,Ramesh,41,Female,A000654
655,655,Bharath,41,Female,A000655
656,656,Rahul,71,Male,A000656
657,657,Yashwanth,52,Male,A000657
658,658,Karthik,35,Female,A000658
659,659,Ramesh,45,Female,A000659
660,660,Imran,58,Female,A000660
661,661,Harish,55,Male,A000661
662,662,Sanjay,56,Male,A000662
663,663,Rahul,47,Male,A000663
664,664,Harish,41,Other,A000664
665,665,Karthik,74,Female,A000665
666,666,Shankar,24,Male,A000666
667,667,Arun,42,Female,A000667
668,668,Imran,49,Male,A000668
669,669,Manoj,42,Male,A000669
670,670,Naveen,70,Male,A000670
671,671,Vijay,35,Male,A000671
672,672,Yashwanth,49,Male,A000672
673,673,Suresh,74,Male,A000673
674,674,Suresh,64,Male,A000674
675,675,Rahul,64,Female,A000675
676,676,Bharath,20,Male,A000676
677,677,Ramesh,75,Male,A000677
678,678,Rohit,41,Male,A000678
679,679,Rohit,19,Female,A000679
680,680,Karthik,20,Male,A000680
681,681,Karthik,43,Male,A000681
682,682,Yashwanth,52,Male,A000682
683,683,Rahul,74,Female,A000683
684,684,Sanjay,58,Male,A000684
685,685,Shankar,58,Male,A000685
686,686,Prakash,57,Male,A000686
687,687,Ganesh,25,Male,A000687
688,688,Suresh,65,Female,A000688
689,689,Rohit,55,Male,A000689
690,690,Manoj,18,Male,A000690
691,691,Bharath,62,Male,A000691
692,692,Ganesh,69,Male,A000692
693,693,Rahul,40,Male,A000693
694,694,Manoj,30,Male,A000694
695,695,Prakash,72,Female,A000695
696,696,Shankar,45,Male,A000696
697,697,Suresh,39,Male,A000697
698,698,Suresh,37,Female,A000698
699,699,Chandru,39,Male,A000699
700,700,Yashwanth,58,Male,A000700
701,701,Suresh,65,Female,A000701
702,702,Ramesh,36,Male,A000702
703,703,Imran,65,Male,A000703
704,704,Rohit,43,Other,A000704
705,705,Dinesh,25,Male,A000705
706,706,Naveen,26,Male,A000706
707,707,Sanjay,71,Male,A000707
708,708,Arun,48,Male,A000708
709,709,Karthik,32,Male,A000709
710,710,Shankar,29,Male,A000710
711,711,Chandru,27,Female,A000711
712,712,Karthik,43,Male,A000712
713,713,Rohit,31,Other,A000713
714,714,Suresh,48,Male,A000714
715,715,Karthik,73,Male,A000715
716,716,Naveen,72,Male,A000716
717,717,Ramesh,41,Male,A000717
718,718,Manoj,31,Male,A000718
719,719,Prakash,35,Male,A000719
720,720,Chandru,59,Male,A000720
721,721,Arun,60,Male,A000721
722,722,Prakash,25,Male,A000722
723,723,Vijay,52,Female,A000723
724,724,Yashwanth,28,Male,A000724
725,725,Rohit,19,Male,A000725
726,726,Imran,63,Male,A000726
727,727,Ramesh,18,Female,A000727
728,728,Imran,62,Male,A000728
729,729,Vijay,32,Male,A000729
730,730,Naveen,53,Male,A000730
731,731,Arun,46,Male,A000731
732,732,Yashwanth,57,Male,A000732
733,733,Rohit,66,Male,A000733
734,734,Imran,26,Female,A000734
735,735,Rahul,36,Male,A000735
736,736,Vijay,64,Male,A000736
737,737,Ganesh,31,Male,A000737
738,738,Harish,24,Male,A000738
739,739,Vikram,30,Male,A000739
740,740,Naveen,68,Female,A000740
741,741,Manoj,58,Male,A000741
742,742,Rohit,45,Male,A000742
743,743,Shankar,65,Male,A000743
744,744,Vijay,51,Male,A000744
745,745,Prakash,71,Male,A000745
746,746,Naveen,59,Male,A000746
747,747,Sanjay,33,Female,A000747
748,748,Harish,66,Female,A000748
749,749,Manoj,38,Male,A000749
750,750,Arun,20,Male,A000750
751,751,Vijay,24,Male,A000751
752,752,Manoj,69,Male,A000752
753,753,Shankar,65,Female,A000753
754,754,Harish,37,Other,A000754
755,755,Naveen,25,Male,A000755
756,756,Vikram,64,Male,A000756
757,757,Manoj,38,Male,A000757
758,758,Vijay,45,Other,A000758
759,759,Ganesh,25,Female,A000759
760,760,Vijay,73,Male,A000760
761,761,Harish,25,Male,A000761
762,762,Bharath,25,Male,A000762
763,763,Shankar,40,Male,A000763
764,764,Sanjay,63,Male,A000764
765,765,Shankar,70,Male,A000765
766,766,Yashwanth,24,Male,A000766
